Line,Source_ID,Redshift,Flux_Jy,NEFD_Jy,t_int_hr
OIII 88$\rm \mu m$,3,4.8769,,,
OIII 88$\rm \mu m$,4,3.0901,0.21506076049804687,2.615653008254126,1.0272482584562057
OIII 88$\rm \mu m$,5,4.9104,,,
OIII 88$\rm \mu m$,6,3.6139,0.24487994384765627,1.6562003888318613,0.31765583584843504
OIII 88$\rm \mu m$,7,3.4434,0.0415167121887207,1.8612072225918659,13.956645887653131
OIII 88$\rm \mu m$,8,4.2334,,,
OIII 88$\rm \mu m$,9,2.5149,0.7875479736328125,5.413628266913596,0.3281408761574435
OIII 88$\rm \mu m$,10,3.957,,,
OIII 88$\rm \mu m$,11,4.2991,,,
OIII 88$\rm \mu m$,12,4.8031,,,
OIII 88$\rm \mu m$,13,2.7882,0.21433139038085938,2.8888712167645316,1.2616018263494586
OIII 88$\rm \mu m$,14,4.3492,,,
OIII 88$\rm \mu m$,15,5.0182,,,
OIII 88$\rm \mu m$,16,3.233,0.21194081115722657,2.2869053925137846,0.8085459771767304
OIII 88$\rm \mu m$,17,5.7022,,,
OIII 88$\rm \mu m$,18,5.6256,,,
OIII 88$\rm \mu m$,19,3.5948,0.1479041748046875,1.704118802025201,0.9218842148609536
OIII 88$\rm \mu m$,20,6.9011,,,
OIII 88$\rm \mu m$,21,2.9345,0.4635692749023438,2.5583379431463777,0.21150665891756376
OIII 88$\rm \mu m$,22,4.51,,,
OIII 88$\rm \mu m$,23,4.2958,,,
OIII 88$\rm \mu m$,24,5.6554,,,
OIII 88$\rm \mu m$,25,5.6541,,,
OIII 88$\rm \mu m$,26,2.6833,0.8445698852539063,2.8779447364067297,0.0806364174845364
OIII 88$\rm \mu m$,27,4.0564,,,
OIII 88$\rm \mu m$,28,4.2246,,,
OIII 88$\rm \mu m$,29,5.1353,,,
OIII 88$\rm \mu m$,30,3.8519,,,
OIII 88$\rm \mu m$,31,4.4803,,,
OIII 88$\rm \mu m$,32,5.016,,,
OIII 88$\rm \mu m$,33,3.9875,,,
OIII 88$\rm \mu m$,34,4.8562,,,
OIII 88$\rm \mu m$,35,4.7989,,,
OIII 88$\rm \mu m$,36,2.2334,0.3571075439453125,6.183072059644694,2.081843477485509
OIII 88$\rm \mu m$,37,3.4039,0.11643917846679688,1.9564228822632452,1.9604903547900936
OIII 88$\rm \mu m$,38,3.7785,,,
OIII 88$\rm \mu m$,39,4.737,,,
OIII 88$\rm \mu m$,40,3.3684,0.15340847778320313,2.0116607838717258,1.1941208627474205
OIII 88$\rm \mu m$,41,3.3986,0.32204052734375,2.146152173728099,0.30841640793270186
OIII 88$\rm \mu m$,42,2.7855,0.44857608032226565,2.8888712167645316,0.28801933816244146
OIII 88$\rm \mu m$,43,4.2692,,,
OIII 88$\rm \mu m$,44,3.1276,0.09744400024414063,2.4862778752994044,4.520918002625935
OIII 88$\rm \mu m$,45,2.5833,0.6636773681640625,5.565076325128424,0.4882764087639174
OIII 88$\rm \mu m$,46,3.1642,0.21787811279296876,2.401076530444167,0.8433780691307721
OIII 88$\rm \mu m$,47,4.4376,,,
OIII 88$\rm \mu m$,48,5.323,,,
OIII 88$\rm \mu m$,49,4.815,,,
OIII 88$\rm \mu m$,50,2.4807,0.6247620849609375,5.344598364253297,0.5082042885799164
OIII 88$\rm \mu m$,51,2.026,0.3019932556152344,9.583747152819715,6.993808142589874
OIII 88$\rm \mu m$,52,2.7272,0.41867764282226566,2.923372237127384,0.3385682303409386
OIII 88$\rm \mu m$,53,3.3466,0.3193591003417969,2.0321680869396204,0.28118889782990997
OIII 88$\rm \mu m$,54,2.4521,0.26830569458007814,5.361427928710499,2.772928503055971
OIII 88$\rm \mu m$,55,3.9977,,,
OIII 88$\rm \mu m$,56,4.0898,,,
OIII 88$\rm \mu m$,57,3.1551,0.23257440185546877,2.395469790687404,0.7367074796456771
OIII 88$\rm \mu m$,58,4.4359,,,
OIII 88$\rm \mu m$,59,3.2601,0.1969032897949219,2.1933985073522013,0.8617209480695233
OIII 88$\rm \mu m$,60,4.7678,,,
OIII 88$\rm \mu m$,61,2.78,0.3807212219238281,2.8907608296188165,0.4003572147170859
OIII 88$\rm \mu m$,62,4.567,,,
OIII 88$\rm \mu m$,63,3.7604,,,
OIII 88$\rm \mu m$,64,3.8507,,,
OIII 88$\rm \mu m$,65,5.1937,,,
OIII 88$\rm \mu m$,66,2.8936,0.22622468566894532,2.6062572532576542,0.9217052960976022
OIII 88$\rm \mu m$,67,2.5073,0.2049381103515625,5.493605280333261,4.990073662746274
OIII 88$\rm \mu m$,68,4.2796,,,
OIII 88$\rm \mu m$,69,3.1413,0.06486568450927735,2.478273393155141,10.136917819032632
OIII 88$\rm \mu m$,70,5.2927,,,
OIII 88$\rm \mu m$,71,2.7256,0.5608706665039063,2.923372237127384,0.18866019989455649
OIII 88$\rm \mu m$,72,4.7555,,,
OIII 88$\rm \mu m$,73,3.8617,,,
OIII 88$\rm \mu m$,74,2.8759,0.151388427734375,2.6579464625893614,2.140644792393176
OIII 88$\rm \mu m$,75,3.9,,,
OIII 88$\rm \mu m$,76,4.302,,,
OIII 88$\rm \mu m$,77,5.8114,,,
OIII 88$\rm \mu m$,78,5.5781,,,
OIII 88$\rm \mu m$,79,1.867,0.64051953125,9.203479663264897,1.4337613457411238
OIII 88$\rm \mu m$,80,3.07,0.11581453704833984,2.7209596765172535,3.83314782817949
NII 122$\rm \mu m$,0,2.351,0.26440957641601565,1.6302726788855566,0.2639998304343077
NII 122$\rm \mu m$,1,4.1227,,,
NII 122$\rm \mu m$,2,3.4436,,,
NII 122$\rm \mu m$,3,4.8769,,,
NII 122$\rm \mu m$,4,3.0901,,,
NII 122$\rm \mu m$,5,4.9104,,,
NII 122$\rm \mu m$,6,3.6139,,,
NII 122$\rm \mu m$,7,3.4434,,,
NII 122$\rm \mu m$,8,4.2334,,,
NII 122$\rm \mu m$,9,2.5149,,,
NII 122$\rm \mu m$,10,3.957,,,
NII 122$\rm \mu m$,11,4.2991,,,
NII 122$\rm \mu m$,12,4.8031,,,
NII 122$\rm \mu m$,13,2.7882,,,
NII 122$\rm \mu m$,14,4.3492,,,
NII 122$\rm \mu m$,15,5.0182,,,
NII 122$\rm \mu m$,16,3.233,,,
NII 122$\rm \mu m$,17,5.7022,,,
NII 122$\rm \mu m$,18,5.6256,,,
NII 122$\rm \mu m$,19,3.5948,,,
NII 122$\rm \mu m$,20,6.9011,,,
NII 122$\rm \mu m$,21,2.9345,,,
NII 122$\rm \mu m$,22,4.51,,,
NII 122$\rm \mu m$,23,4.2958,,,
NII 122$\rm \mu m$,24,5.6554,,,
NII 122$\rm \mu m$,25,5.6541,,,
NII 122$\rm \mu m$,26,2.6833,,,
NII 122$\rm \mu m$,27,4.0564,,,
NII 122$\rm \mu m$,28,4.2246,,,
NII 122$\rm \mu m$,29,5.1353,,,
NII 122$\rm \mu m$,30,3.8519,,,
NII 122$\rm \mu m$,31,4.4803,,,
NII 122$\rm \mu m$,32,5.016,,,
NII 122$\rm \mu m$,33,3.9875,,,
NII 122$\rm \mu m$,34,4.8562,,,
NII 122$\rm \mu m$,35,4.7989,,,
NII 122$\rm \mu m$,36,2.2334,0.3456416931152344,1.880806060816091,0.20562375769007651
NII 122$\rm \mu m$,37,3.4039,,,
NII 122$\rm \mu m$,38,3.7785,,,
NII 122$\rm \mu m$,39,4.737,,,
NII 122$\rm \mu m$,40,3.3684,,,
NII 122$\rm \mu m$,41,3.3986,,,
NII 122$\rm \mu m$,42,2.7855,,,
NII 122$\rm \mu m$,43,4.2692,,,
NII 122$\rm \mu m$,44,3.1276,,,
NII 122$\rm \mu m$,45,2.5833,,,
NII 122$\rm \mu m$,46,3.1642,,,
NII 122$\rm \mu m$,47,4.4376,,,
NII 122$\rm \mu m$,48,5.323,,,
NII 122$\rm \mu m$,49,4.815,,,
NII 122$\rm \mu m$,50,2.4807,,,
NII 122$\rm \mu m$,51,2.026,0.3042952575683594,2.395479685952771,0.4303602237733692
NII 122$\rm \mu m$,52,2.7272,,,
NII 122$\rm \mu m$,53,3.3466,,,
NII 122$\rm \mu m$,54,2.4521,,,
NII 122$\rm \mu m$,55,3.9977,,,
NII 122$\rm \mu m$,56,4.0898,,,
NII 122$\rm \mu m$,57,3.1551,,,
NII 122$\rm \mu m$,58,4.4359,,,
NII 122$\rm \mu m$,59,3.2601,,,
NII 122$\rm \mu m$,60,4.7678,,,
NII 122$\rm \mu m$,61,2.78,,,
NII 122$\rm \mu m$,62,4.567,,,
NII 122$\rm \mu m$,63,3.7604,,,
NII 122$\rm \mu m$,64,3.8507,,,
NII 122$\rm \mu m$,65,5.1937,,,
NII 122$\rm \mu m$,66,2.8936,,,
NII 122$\rm \mu m$,67,2.5073,,,
NII 122$\rm \mu m$,68,4.2796,,,
NII 122$\rm \mu m$,69,3.1413,,,
NII 122$\rm \mu m$,70,5.2927,,,
NII 122$\rm \mu m$,71,2.7256,,,
NII 122$\rm \mu m$,72,4.7555,,,
NII 122$\rm \mu m$,73,3.8617,,,
NII 122$\rm \mu m$,74,2.8759,,,
NII 122$\rm \mu m$,75,3.9,,,
NII 122$\rm \mu m$,76,4.302,,,
NII 122$\rm \mu m$,77,5.8114,,,
NII 122$\rm \mu m$,78,5.5781,,,
NII 122$\rm \mu m$,79,1.867,0.5043039855957031,2.550801954783744,0.17766676277061905
NII 122$\rm \mu m$,80,3.07,,,
OI 145$\rm \mu m$,0,2.351,,,
OI 145$\rm \mu m$,1,4.1227,,,
OI 145$\rm \mu m$,2,3.4436,,,
OI 145$\rm \mu m$,3,4.8769,,,
OI 145$\rm \mu m$,4,3.0901,,,
OI 145$\rm \mu m$,5,4.9104,,,
OI 145$\rm \mu m$,6,3.6139,,,
OI 145$\rm \mu m$,7,3.4434,,,
OI 145$\rm \mu m$,8,4.2334,,,
OI 145$\rm \mu m$,9,2.5149,,,
OI 145$\rm \mu m$,10,3.957,,,
OI 145$\rm \mu m$,11,4.2991,,,
OI 145$\rm \mu m$,12,4.8031,,,
OI 145$\rm \mu m$,13,2.7882,,,
OI 145$\rm \mu m$,14,4.3492,,,
OI 145$\rm \mu m$,15,5.0182,,,
OI 145$\rm \mu m$,16,3.233,,,
OI 145$\rm \mu m$,17,5.7022,,,
OI 145$\rm \mu m$,18,5.6256,,,
OI 145$\rm \mu m$,19,3.5948,,,
OI 145$\rm \mu m$,20,6.9011,,,
OI 145$\rm \mu m$,21,2.9345,,,
OI 145$\rm \mu m$,22,4.51,,,
OI 145$\rm \mu m$,23,4.2958,,,
OI 145$\rm \mu m$,24,5.6554,,,
OI 145$\rm \mu m$,25,5.6541,,,
OI 145$\rm \mu m$,26,2.6833,,,
OI 145$\rm \mu m$,27,4.0564,,,
OI 145$\rm \mu m$,28,4.2246,,,
OI 145$\rm \mu m$,29,5.1353,,,
OI 145$\rm \mu m$,30,3.8519,,,
OI 145$\rm \mu m$,31,4.4803,,,
OI 145$\rm \mu m$,32,5.016,,,
OI 145$\rm \mu m$,33,3.9875,,,
OI 145$\rm \mu m$,34,4.8562,,,
OI 145$\rm \mu m$,35,4.7989,,,
OI 145$\rm \mu m$,36,2.2334,,,
OI 145$\rm \mu m$,37,3.4039,,,
OI 145$\rm \mu m$,38,3.7785,,,
OI 145$\rm \mu m$,39,4.737,,,
OI 145$\rm \mu m$,40,3.3684,,,
OI 145$\rm \mu m$,41,3.3986,,,
OI 145$\rm \mu m$,42,2.7855,,,
OI 145$\rm \mu m$,43,4.2692,,,
OI 145$\rm \mu m$,44,3.1276,,,
OI 145$\rm \mu m$,45,2.5833,,,
OI 145$\rm \mu m$,46,3.1642,,,
OI 145$\rm \mu m$,47,4.4376,,,
OI 145$\rm \mu m$,48,5.323,,,
OI 145$\rm \mu m$,49,4.815,,,
OI 145$\rm \mu m$,50,2.4807,,,
OI 145$\rm \mu m$,51,2.026,,,
OI 145$\rm \mu m$,52,2.7272,,,
OI 145$\rm \mu m$,53,3.3466,,,
OI 145$\rm \mu m$,54,2.4521,,,
OI 145$\rm \mu m$,55,3.9977,,,
OI 145$\rm \mu m$,56,4.0898,,,
OI 145$\rm \mu m$,57,3.1551,,,
OI 145$\rm \mu m$,58,4.4359,,,
OI 145$\rm \mu m$,59,3.2601,,,
OI 145$\rm \mu m$,60,4.7678,,,
OI 145$\rm \mu m$,61,2.78,,,
OI 145$\rm \mu m$,62,4.567,,,
OI 145$\rm \mu m$,63,3.7604,,,
OI 145$\rm \mu m$,64,3.8507,,,
OI 145$\rm \mu m$,65,5.1937,,,
OI 145$\rm \mu m$,66,2.8936,,,
OI 145$\rm \mu m$,67,2.5073,,,
OI 145$\rm \mu m$,68,4.2796,,,
OI 145$\rm \mu m$,69,3.1413,,,
OI 145$\rm \mu m$,70,5.2927,,,
OI 145$\rm \mu m$,71,2.7256,,,
OI 145$\rm \mu m$,72,4.7555,,,
OI 145$\rm \mu m$,73,3.8617,,,
OI 145$\rm \mu m$,74,2.8759,,,
OI 145$\rm \mu m$,75,3.9,,,
OI 145$\rm \mu m$,76,4.302,,,
OI 145$\rm \mu m$,77,5.8114,,,
OI 145$\rm \mu m$,78,5.5781,,,
OI 145$\rm \mu m$,79,1.867,0.38103030395507814,1.4862223168442734,0.10565402099357236
OI 145$\rm \mu m$,80,3.07,,,
