# #wavelength in um    transmission function
1.164369166000000178e+03 4.007710000000000265e-03
1.169547532000000047e+03 6.863229999999999678e-03
1.174767560000000003e+03 9.824640000000000803e-03
1.180034394000000020e+03 1.369049999999999954e-02
1.185348666999999978e+03 1.930849999999999927e-02
1.190715750000000071e+03 3.101399999999999990e-02
1.196126885000000129e+03 4.596959999999999935e-02
1.201587426000000050e+03 7.589289999999999925e-02
1.207098052000000052e+03 1.315469999999999973e-01
1.212664361000000099e+03 2.016300000000000037e-01
1.218277293000000100e+03 2.850340000000000096e-01
1.223942426999999952e+03 4.049420000000000242e-01
1.229660493999999971e+03 5.560450000000000115e-01
1.235437330000000202e+03 6.763970000000000260e-01
1.241263561999999865e+03 7.460480000000000445e-01
1.247145006000000194e+03 8.098290000000000211e-01
1.253082450999999992e+03 8.707489999999999952e-01
1.259081989000000021e+03 8.941360000000000419e-01
1.265133914000000232e+03 8.986030000000000406e-01
1.271244299000000183e+03 9.463099999999999845e-01
1.277413994000000002e+03 1.000000000000000000e+00
1.283649364000000105e+03 9.638090000000000268e-01
1.289940355000000181e+03 8.908120000000000482e-01
1.296293312000000014e+03 8.873459999999999681e-01
1.302709156000000121e+03 9.005290000000000239e-01
1.309194541000000072e+03 8.419050000000000145e-01
1.315739049000000023e+03 7.768119999999999470e-01
1.322349315000000161e+03 7.860540000000000305e-01
1.329032228999999916e+03 8.163319999999999466e-01
1.335777083000000175e+03 8.067600000000000326e-01
1.342590746000000081e+03 8.023059999999999636e-01
1.349474277000000029e+03 8.421750000000000069e-01
1.356434893999999986e+03 8.895790000000000086e-01
1.363461487000000034e+03 9.134390000000000009e-01
1.370561258000000180e+03 8.953210000000000335e-01
1.377735356000000138e+03 8.453699999999999548e-01
1.384991352000000006e+03 8.334049999999999514e-01
1.392317715000000135e+03 8.840059999999999585e-01
1.399721999999999980e+03 8.913320000000000132e-01
1.407205458000000135e+03 8.176499999999999879e-01
1.414776041999999961e+03 8.080300000000000260e-01
1.422421774000000141e+03 8.897479999999999833e-01
1.430150593999999955e+03 9.033480000000000398e-01
1.437963863000000174e+03 8.352850000000000552e-01
1.445869946000000255e+03 7.994069999999999787e-01
1.453856395000000020e+03 7.710639999999999716e-01
1.461931563000000097e+03 7.055639999999999690e-01
1.470096937000000025e+03 6.957590000000000163e-01
1.478361325000000079e+03 8.040190000000000392e-01
1.486711784999999963e+03 9.361080000000000512e-01
1.495157115000000204e+03 9.840700000000000003e-01
1.503698941999999988e+03 9.368020000000000236e-01
1.512346557000000075e+03 8.486259999999999915e-01
1.521086493000000019e+03 8.760550000000000281e-01
1.529928033000000141e+03 9.446290000000000520e-01
1.538872960000000148e+03 6.853930000000000300e-01
1.547931090000000040e+03 2.595100000000000184e-01
1.557088400000000092e+03 6.521520000000000095e-02
1.566354700999999977e+03 2.916090000000000002e-02
1.575731950999999981e+03 1.537840000000000040e-02
