      382.555   0.00332100
      381.098   0.00253600
      379.651   0.00219500
      378.215   0.00181800
      376.790   0.00156200
      375.516   0.00112900
      374.111  0.000930600
      372.717  0.000866400
      371.333  0.000790700
      369.959  0.000812100
      368.732  0.000726200
      367.377  0.000729500
      366.032  0.000735000
      364.697  0.000788900
      363.504  0.000678900
      362.188  0.000594400
      360.881  0.000516200
      359.583  0.000485700
      358.294  0.000578100
      357.143  0.000599100
      355.872  0.000481200
      354.610  0.000393900
      353.357  0.000355100
      352.113  0.000265300
      351.000  0.000170400
      349.773  0.000112000
      348.553  8.81700e-05
      347.343  6.74500e-05
      346.260  4.21600e-05
      345.066  3.42500e-05
      343.879  3.05000e-05
      342.700  1.60400e-05
      341.530  1.15500e-05
      340.483  1.61600e-05
      339.328  1.37600e-05
      338.181  8.19200e-06
      337.041  8.09800e-06
      335.909  6.15100e-06
      334.896  6.23100e-06
      333.778  5.75200e-06
      332.668  3.75800e-06
      331.565  3.38100e-06
      330.578  2.09400e-06
      329.489  1.89400e-06
      328.407  7.76900e-07
      327.332  2.24500e-06
      326.264  7.29500e-07
      325.309  1.31700e-06
      324.254  3.93000e-07
      323.206  7.43800e-07
      322.165  8.04600e-07
      321.130  3.59700e-07
      320.205  2.60700e-07
      319.183  3.21000e-08
      318.167  3.69300e-07
      317.158  3.87700e-07
      316.256  3.75400e-07
      315.259 -1.23400e-07
      314.268  1.13600e-07
      313.283 -3.34400e-09
      312.305  1.39300e-08
      311.429  1.57300e-07
      310.463  2.67900e-07
      309.502  4.92400e-07
      308.547 -8.61800e-08
      307.692 -3.01800e-08
      306.748 -3.04100e-08
      305.810  1.46800e-07
      304.878 -9.90000e-08
      303.951  1.91200e-07
      303.122  1.87400e-08
      302.206 -5.93300e-08
      301.296 -1.21400e-07
      300.391  1.21900e-07
      299.491  7.24100e-08
      298.686  1.10600e-07
      297.796 -9.01200e-09
      296.912 -2.42700e-08
      296.033 -2.66400e-08
      295.247 -1.78500e-10
      294.377 -1.20000e-09
      293.513 -1.92400e-09
      292.654 -8.28400e-08
      291.800 -1.46200e-08
      291.036  3.57700e-08
      290.192  1.40100e-08
      289.352  2.04400e-08
      288.517  1.33200e-08
      287.687  8.20100e-09
      286.944  5.35900e-09
      286.123  3.47700e-10
      285.307  4.90500e-10
      284.495 -9.47200e-10
      283.768  4.83300e-10
      282.965 -6.08900e-10
      282.167 -1.48800e-09
      281.373  1.56300e-09
      280.584  7.04400e-10
      279.877  4.60000e-10
      279.096 -2.47500e-09
      278.319  3.06100e-10
      277.547 -1.53800e-09
      276.778 -3.55800e-10
      276.091 -2.08000e-09
      275.330 -3.29800e-09
      274.574  7.12800e-10
      273.823 -3.08900e-09
      273.149 -2.03500e-09
      272.405 -5.14700e-11
      271.665  1.08400e-09
      270.929  2.78300e-10
      270.197  8.81300e-10
      269.542  5.77100e-10
      268.817 -2.73400e-10
      268.097  1.42900e-09
      267.380  1.53200e-09
      266.667  1.69200e-11
      266.028  5.09100e-10
      265.322  6.17400e-10
      264.620 -5.03700e-11
      263.922  2.50000e-10
      263.296 -5.38300e-10
      262.605 -5.97500e-10
      261.917  7.01400e-10
      261.233 -1.43500e-09
      260.552  1.86500e-10
      259.943  3.74600e-10
      259.269  4.18500e-11
      258.598  2.36700e-10
      257.931  5.04400e-10
      257.334 -6.36100e-10
      256.674  8.70200e-10
      256.016  1.06700e-09
      255.363  1.98700e-10
      254.712  3.30000e-10
      254.130  7.30100e-10
      253.485  4.70700e-10
      252.844  5.89100e-10
      252.207  1.09200e-10
      251.572 -6.08000e-10
      251.004  5.13300e-10
      250.376  1.20700e-10
      249.750 -2.41100e-10
      249.128 -2.65100e-10
      248.571 -3.96900e-10
      247.954 -3.94500e-10
      247.341 -1.58900e-10
      246.731 -4.08500e-10
      246.124  6.24300e-10
      245.580 -1.31200e-11
      244.978  5.53900e-11
      244.379 -3.91600e-10
      243.784 -5.14200e-10
      243.191 -3.55300e-11
      242.660 -9.99800e-13
      242.072  9.07000e-11
      241.488  9.55000e-12
      240.906 -4.72700e-11
      240.385 -7.54300e-12
      239.808  1.66600e-10
      239.234 -7.44000e-11
      238.663  9.55600e-11
      238.095 -1.81700e-10
      237.586 -5.28500e-11
      237.023  7.97100e-11
      236.463  2.41200e-10
      235.905 -1.63300e-10
      235.349  1.23800e-10
      234.852  8.98400e-11
      234.302  6.78200e-10
      233.754  6.37500e-10
      233.209 -1.13200e-10
      232.720 -4.40200e-10
      232.180  5.26000e-11
      231.642  7.18100e-10
      231.107  9.80900e-10
      230.574  6.69200e-11
      230.097 -8.43100e-11
      229.568 -1.21000e-10
      229.043 -2.05900e-10
      228.519 -7.09700e-13
      227.998 -6.41800e-12
      227.531 -1.53800e-11
      227.015  9.46600e-11
      226.501  2.09300e-10
      225.989  5.34900e-11
      225.530  5.09700e-11
      225.023  2.61300e-11
      224.517  4.59600e-11
      224.014  8.28000e-12
      223.514  1.34600e-10
      223.065 -2.74300e-10
      222.568 -2.51100e-11
      222.074 -1.19700e-10
      221.582 -2.12200e-11
      221.092 -7.65500e-11
      220.653 -3.48300e-11
      220.167  1.79200e-10
      219.684  4.61900e-11
      219.202  2.49500e-10
      218.771 -4.72500e-11
      218.293  1.76800e-10
      217.817  1.88800e-10
      217.344 -1.53800e-10
      216.873 -1.51300e-10
      216.450 -1.26500e-10
      215.983 -4.82500e-11
      215.517  8.11800e-12
      215.054 -7.28200e-11
      214.638 -1.35700e-10
      214.179 -2.07800e-10
      213.721 -1.66200e-10
      213.265 -2.98800e-10
      212.811 -2.58800e-10
      212.404 -6.88100e-11
      211.954  1.20400e-10
      211.506  2.85800e-10
      211.060  9.51000e-11
      210.615 -1.60200e-10
      210.217  1.49000e-10
      209.776  7.85100e-10
      209.336  4.48400e-10
      208.899 -7.87400e-11
      208.507  7.20100e-10
      208.073  1.18700e-09
      207.641 -9.19500e-10
      207.211 -6.37900e-10
      206.782  5.85500e-09
      206.398 -1.04200e-09
      205.973  3.28400e-09
      205.550 -1.06000e-08
      205.128  1.91600e-08
      204.708 -6.92000e-09
      204.332 -1.31800e-09
      203.915  2.20000e-09
      203.500  7.17300e-09
      203.087  8.84400e-10
      202.716 -9.34500e-10
      202.306  1.68500e-09
      201.898  1.48900e-10
      201.491 -7.25400e-12
      201.086  1.12700e-09
      200.723  1.00800e-09
      200.321  6.69500e-10
      199.920 -2.11600e-10
      199.521  1.07600e-09
      199.124  1.54600e-09
      198.768  3.16100e-10
      198.373  4.36900e-10
      197.981  4.19400e-10
      197.589  6.07100e-10
      197.239  2.51100e-10
      196.850  9.75300e-10
      196.464  1.95900e-10
      196.078  3.55800e-10
      195.695  4.28100e-10
      195.351  5.05300e-10
      194.970  4.18800e-10
      194.590  2.68600e-10
      194.212  2.16600e-10
      193.836  2.06900e-10
      193.498  5.20800e-10
      193.125  2.55200e-10
      192.753  1.80200e-10
      192.382  1.93000e-10
      192.049  6.59000e-11
      191.681  3.85200e-10
      191.314  4.63500e-10
      190.949  1.11500e-10
      190.585  1.52400e-10
      190.259  2.24000e-10
      189.897  3.00700e-10
      189.538  3.69100e-10
      189.179  1.40800e-10
      188.857  2.00100e-10
      188.501  2.75400e-10
      188.147  2.86800e-10
      187.793  6.82600e-10
      187.441  1.01500e-09
      187.126  7.91400e-10
      186.776  1.00800e-09
      186.428  1.54400e-09
      186.081  2.53100e-09
      185.736  3.05000e-09
      185.426  3.82100e-09
      185.082  3.68800e-09
      184.740  3.30700e-09
      184.400  2.71600e-09
      184.094  3.48200e-09
      183.756  3.35100e-09
      183.419  4.29300e-09
      183.083  4.45700e-09
      182.749  4.78400e-09
      182.448  4.70800e-09
      182.116  4.64800e-09
      181.785  4.17500e-09
      181.455  4.77000e-09
      181.127  5.80800e-09
      180.832  8.69800e-09
      180.505  1.27300e-08
      180.180  1.58600e-08
      179.856  1.60900e-08
      179.565  1.28600e-08
      179.244  9.96200e-09
      178.923  7.24200e-09
      178.603  5.43900e-09
      178.285  4.82900e-09
      177.999  4.88700e-09
      177.683  3.80300e-09
      177.368  3.01000e-09
      177.054  2.44500e-09
      176.741  1.63000e-09
      176.460  1.23000e-09
      176.149  8.86100e-10
      175.840  7.33500e-10
      175.531  3.93900e-10
      175.254  6.25800e-10
      174.948  4.49400e-10
      174.642  7.50400e-11
      174.338  6.29200e-10
      174.034  7.12600e-10
      173.762  4.90100e-10
      173.461  7.12800e-10
      173.160  3.99700e-10
      172.861  2.69200e-10
      172.563  3.92600e-10
      172.295  7.59300e-10
      171.999  2.51400e-11
      171.703  1.75600e-10
      171.409  3.79800e-10
      171.145  2.71500e-10
      170.853  2.48400e-10
      170.561  3.29700e-10
      170.271 -9.27400e-11
      169.981 -1.11200e-10
      169.722  8.94700e-11
      169.434 -1.11500e-10
      169.147 -1.80600e-11
      168.862 -2.12600e-10
      168.577  3.15600e-10
      168.322  2.89300e-10
      168.039  1.50300e-09
      167.757  5.30700e-10
      167.476 -4.69900e-10
      167.224 -2.91800e-10
      166.945 -4.39900e-10
      166.667  7.30300e-11
