      990.099  1.99200e-07
      980.392  2.29700e-07
      971.817  2.48600e-07
      962.464  2.68200e-07
      953.289  2.76000e-07
      944.287  3.44600e-07
      936.330  3.93700e-07
      927.644  4.57200e-07
      919.118  0.000182000
      910.747  0.000179200
      902.527  0.000189500
      895.255  0.000199400
      887.311  0.000244100
      879.508  0.000247600
      871.840  0.000266100
      864.304  0.000283700
      857.633  0.000331400
      850.340  0.000371600
      843.170  0.000425300
      836.120  0.000465800
      829.875  0.000469800
      823.045  0.000516400
      816.327  0.000521900
      809.717  0.000569100
      803.213  0.000607000
      797.448  0.000666600
      791.139  0.000676200
      784.929  0.000745300
      778.816  0.000780100
      772.798  0.000918400
      767.460   0.00102800
      761.615   0.00107000
      755.858   0.00116600
      750.188   0.00138200
      745.156   0.00149800
      739.645   0.00158600
      734.214   0.00176400
      728.863   0.00194400
      723.589   0.00200900
      718.907   0.00231800
      713.776   0.00249700
      708.717   0.00289800
      703.730   0.00308000
      698.812   0.00341600
      694.444   0.00387800
      689.655   0.00456500
      684.932   0.00527700
      680.272   0.00594000
      676.133   0.00673400
      671.592   0.00749600
      667.111   0.00805000
      662.691   0.00942700
      658.328    0.0109000
      654.450    0.0119600
      650.195    0.0142900
      645.995    0.0175600
      641.849    0.0214700
      637.755    0.0258800
      634.115    0.0317300
      630.120    0.0395500
      626.174    0.0511100
      622.278    0.0657100
      618.812    0.0905600
      615.006     0.136200
      611.247     0.246100
      607.533     0.568500
      603.865     0.572100
      600.601     0.565100
      597.015     0.563000
      593.472     0.579900
      589.970     0.558600
      586.510     0.535900
      583.431     0.541400
      580.046     0.534000
      576.701     0.548900
      573.394     0.562800
      570.451     0.567600
      567.215     0.560500
      564.016     0.553800
      560.853     0.516600
      557.724     0.501200
      554.939     0.516800
      551.876     0.506400
      548.847     0.513400
      545.852     0.532700
      543.183     0.534300
      540.248     0.546500
      537.345     0.541100
      534.474     0.535800
      531.632     0.543500
      529.101     0.517300
      526.316     0.503000
      523.560     0.501100
      520.833     0.518700
      518.135     0.517200
      515.730     0.511300
      513.084     0.525400
      510.465     0.516800
      507.872     0.508800
      505.561     0.521500
      503.018     0.530000
      500.500     0.532200
      498.008     0.531500
      495.540     0.537200
      493.340     0.539300
      490.918     0.549900
      488.520     0.549000
      486.145     0.540400
      483.793     0.526300
      481.696     0.512500
      479.386     0.524300
      477.099     0.529200
      474.834     0.553100
      472.813     0.559500
      470.588     0.581800
      468.384     0.591100
      466.200     0.602900
      464.037     0.583900
      462.107     0.581600
      459.982     0.565700
      457.875     0.548700
      455.788     0.553300
      453.720     0.561800
      451.875     0.565100
      449.843     0.574500
      447.828     0.605600
      445.831     0.605200
      444.050     0.612400
      442.087     0.611200
      440.141     0.600900
      438.212     0.592300
      436.300     0.595000
      434.594     0.611400
      432.713     0.605400
      430.849     0.607400
      429.000     0.595200
      427.168     0.587500
      425.532     0.573800
      423.729     0.563600
      421.941     0.548000
      420.168     0.534000
      418.585     0.522900
      416.840     0.507700
      415.110     0.462300
      413.394     0.412700
      411.692     0.353600
      410.172     0.281600
      408.497     0.218800
      406.835     0.167100
      405.186     0.131400
      403.714     0.103700
      402.091    0.0804800
      400.481    0.0634400
      398.883    0.0498200
      397.298    0.0384600
      395.883    0.0299300
      394.322    0.0231700
      392.773    0.0176100
      391.236    0.0131100
      389.712    0.0100300
      388.350   0.00799100
      386.847   0.00632800
      385.356   0.00497900
      383.877   0.00406700
