    4.000000    0.000012
    4.023411    0.000004
    4.046823    0.000026
    4.070234    0.000046
    4.093646    0.000042
    4.117057    0.000007
    4.140468    0.000006
    4.163879    0.000029
    4.187291    0.000060
    4.210702    0.000096
    4.234114    0.000053
    4.257525   -0.000010
    4.280936    0.000072
    4.304348    0.000093
    4.327759    0.000080
    4.351171    0.000123
    4.374582    0.000133
    4.397993    0.000002
    4.421405    0.000035
    4.444816    0.000011
    4.468227    0.000050
    4.491639    0.000096
    4.515050    0.000136
    4.538462    0.000000
    4.561873    0.000188
    4.585284    0.000134
    4.608696    0.000159
    4.632107    0.000044
    4.655519    0.000055
    4.678930    0.000087
    4.702341    0.000273
    4.725752    0.000438
    4.749164    0.000546
    4.772575    0.000034
    4.795987    0.000011
    4.819398    0.000009
    4.842809    0.000019
    4.866221    0.000042
    4.889632    0.000088
    4.913043    0.000055
    4.936455    0.000099
    4.959866    0.000076
    4.983278    0.000173
    5.006689    0.000080
    5.030100   -0.000006
    5.053512    0.000052
    5.076923    0.000091
    5.100335    0.000107
    5.123746    0.000021
    5.147157    0.000109
    5.170568    0.000212
    5.193980    0.000349
    5.217391    0.000384
    5.240803    0.000352
    5.264214    0.000323
    5.287625    0.000333
    5.311037    0.000498
    5.334448    0.000780
    5.357860    0.001376
    5.381271    0.002024
    5.404682    0.002551
    5.428094    0.003150
    5.451505    0.003887
    5.474916    0.004975
    5.498328    0.007697
    5.521739    0.012982
    5.545151    0.024402
    5.568562    0.052090
    5.591973    0.115313
    5.615385    0.201255
    5.638796    0.232262
    5.662208    0.235263
    5.685619    0.239408
    5.709030    0.247209
    5.732441    0.246901
    5.755853    0.235346
    5.779264    0.229045
    5.802676    0.221535
    5.826087    0.218683
    5.849498    0.218623
    5.872910    0.221266
    5.896321    0.222532
    5.919733    0.232133
    5.943144    0.230853
    5.966555    0.226055
    5.989966    0.225417
    6.013378    0.236333
    6.036789    0.248042
    6.060201    0.257745
    6.083612    0.262412
    6.107024    0.270641
    6.130435    0.262578
    6.153846    0.243230
    6.177258    0.231754
    6.200669    0.222652
    6.224081    0.216931
    6.247492    0.220527
    6.270903    0.224136
    6.294314    0.218612
    6.317726    0.225066
    6.341137    0.237806
    6.364549    0.240494
    6.387960    0.245870
    6.411371    0.240235
    6.434783    0.242298
    6.458194    0.237242
    6.481606    0.246969
    6.505017    0.241527
    6.528428    0.243483
    6.551839    0.241348
    6.575251    0.237570
    6.598662    0.227478
    6.622074    0.221406
    6.645485    0.227290
    6.668896    0.227985
    6.692308    0.227417
    6.715719    0.231855
    6.739130    0.242385
    6.762542    0.249380
    6.785953    0.252008
    6.809365    0.255992
    6.832776    0.267253
    6.856187    0.270250
    6.879599    0.280507
    6.903010    0.289882
    6.926422    0.292378
    6.949833    0.275149
    6.973244    0.277259
    6.996655    0.274869
    7.020067    0.267701
    7.043478    0.258177
    7.066890    0.259858
    7.090301    0.262878
    7.113712    0.261448
    7.137124    0.253660
    7.160535    0.261041
    7.183947    0.273511
    7.207358    0.270942
    7.230769    0.269488
    7.254180    0.277081
    7.277592    0.286526
    7.301003    0.294481
    7.324415    0.294918
    7.347826    0.297892
    7.371238    0.308014
    7.394649    0.307971
    7.418060    0.310651
    7.441472    0.311531
    7.464883    0.319407
    7.488295    0.330312
    7.511706    0.314304
    7.535117    0.293020
    7.558528    0.284225
    7.581940    0.286156
    7.605351    0.275579
    7.628763    0.266441
    7.652174    0.267482
    7.675585    0.260196
    7.698997    0.267607
    7.722408    0.274908
    7.745820    0.269589
    7.769231    0.271261
    7.792642    0.288560
    7.816053    0.304790
    7.839465    0.303830
    7.862876    0.316730
    7.886288    0.323276
    7.909699    0.323280
    7.933110    0.340623
    7.956522    0.348020
    7.979933    0.329647
    8.003345    0.310132
    8.026756    0.303540
    8.050167    0.311233
    8.073579    0.309732
    8.096991    0.290032
    8.120401    0.287338
    8.143813    0.287435
    8.167224    0.287532
    8.190636    0.301504
    8.214047    0.308188
    8.237458    0.297355
    8.260870    0.296750
    8.284281    0.303147
    8.307693    0.319634
    8.331104    0.312137
    8.354515    0.314926
    8.377927    0.323925
    8.401338    0.315681
    8.424749    0.300898
    8.448161    0.310472
    8.471572    0.311536
    8.494984    0.295696
    8.518394    0.291304
    8.541806    0.293385
    8.565218    0.295390
    8.588629    0.297915
    8.612041    0.288197
    8.635451    0.286607
    8.658863    0.289486
    8.682275    0.296981
    8.705686    0.305947
    8.729097    0.312550
    8.752508    0.326211
    8.775920    0.328159
    8.799332    0.329117
    8.822742    0.333331
    8.846154    0.339759
    8.869565    0.331432
    8.892977    0.297362
    8.916389    0.249140
    8.939799    0.197976
    8.963211    0.154357
    8.986622    0.123296
    9.010034    0.095014
    9.033445    0.073688
    9.056856    0.058009
    9.080268    0.044733
    9.103679    0.035829
    9.127090    0.028255
    9.150502    0.023128
    9.173913    0.017975
    9.197325    0.014782
    9.220736    0.011960
    9.244147    0.009830
    9.267559    0.008151
    9.290970    0.006853
    9.314382    0.005581
    9.337792    0.004731
    9.361204    0.003954
    9.384616    0.003360
    9.408027    0.002863
    9.431438    0.002676
    9.454849    0.002315
    9.478261    0.002097
    9.501673    0.001994
    9.525084    0.001471
    9.548495    0.001636
    9.571906    0.001528
    9.595318    0.001297
    9.618730    0.001118
    9.642140    0.000858
    9.665552    0.001037
    9.688963    0.000801
    9.712375    0.000784
    9.735786    0.000678
    9.759197    0.001134
    9.782609    0.000567
    9.806020    0.000639
    9.829432    0.000356
    9.852843    0.000825
    9.876254    0.000448
    9.899666    0.000398
    9.923077    0.000111
    9.946488    0.000120
    9.969900    0.000224
    9.993311    0.000090
   10.016723   -0.000044
   10.040133    0.000038
   10.063545    0.000110
   10.086957    0.000030
   10.110368    0.000073
   10.133780    0.000088
   10.157190    0.000126
   10.180602    0.000039
   10.204014    0.000106
   10.227425    0.000138
   10.250836    0.000194
   10.274247    0.000199
   10.297659    0.000177
   10.321071    0.000123
   10.344481    0.000077
   10.367893    0.000034
   10.391304    0.000015
   10.414716    0.000000
   10.438128    0.000000
   10.461538    0.000003
   10.484950    0.000012
   10.508361    0.000016
   10.531773    0.000016
   10.555184    0.000016
   10.578595    0.000016
   10.602007    0.000016
   10.625418    0.000016
   10.648829    0.000017
   10.672241    0.000015
   10.695652    0.000006
   10.719064    0.000000
   10.742476    0.000000
   10.765886    0.000000
   10.789298    0.000000
   10.812709    0.000008
   10.836121    0.000026
   10.859532    0.000039
   10.882943    0.000046
   10.906355    0.000040
   10.929766    0.000023
   10.953177    0.000012
   10.976589    0.000003
   11.000000    0.000000
