HFI_217GHz_v302_Apod5
Date - Tue Dec  4 13:46:52 2012
Spectral Transmission version: v.302
Detector details: all 217 GHz detectors averaged together
Optical Efficiency Estimate (EFF test results plus this version of the transmission spectra plus Eff/noise-weighted scaling): 0.39905077 +/- 0.0059638478
The absolute spectral transmission is given by the product of the optical efficiency above and the normalized transmission (frequency dependent) given below.
Note: Out-of-band data is given by fitting a waveguide model to the low frequency cut-on and separate filter spectra for the high frequency cut-off.
Waveguide fit cut-off frequencies range from 6.0198049 to 6.1378403 cm-1.
Filter data cut-on frequencies range from 9.1062081 to 9.1062081 cm-1.
The interpolation flag indicates where the spectra has been oversampled for the CO transition region(s) (0 - independent data point, 1 - interpolated data point).
There was one region interpolated for the CO J2-1 transition.
The interpolation was from 7.3164164 cm-1 to 7.6976152 cm-1.
Common frequency sampling for 217 GHz detectors based on BC04 (lowest filter cut-off of: 9.0812081 (cm-1)).
Detectors (bc) averaged are as follows: 04, 22, 52, 84, 11, 12, 43, 44, 61, 62, 71, 72
Detector contributions to the average (using above ordering) are as follows (%): 12.974406, 11.325021, 13.852271, 15.673461, 4.1866178, 6.6501370, 5.2133831, 6.0172779, 6.5519060, 8.2394036, 4.4591689, 4.8569460
The data columns below are as follows:
wn [cm-1],  freq [GHz], Spec. Trans. [norm.], Uncertainty, Interpolation flag
   0.00000000E+00    0.00000000E+00    8.51853496E-14    1.20271779E-14        0
   1.68621985E-02    5.05515994E-01    8.51950379E-14    1.20284706E-14        0
   3.37243970E-02    1.01103199E+00    8.52241363E-14    1.20323742E-14        0
   5.05865955E-02    1.51654798E+00    8.52725322E-14    1.20388342E-14        0
   6.74487940E-02    2.02206398E+00    8.53405532E-14    1.20479409E-14        0
   8.43109925E-02    2.52757997E+00    8.54279688E-14    1.20596103E-14        0
   1.01173191E-01    3.03309596E+00    8.55349267E-14    1.20738958E-14        0
   1.18035390E-01    3.53861196E+00    8.56614098E-14    1.20907803E-14        0
   1.34897588E-01    4.04412795E+00    8.58077392E-14    1.21103481E-14        0
   1.51759787E-01    4.54964394E+00    8.59738572E-14    1.21325048E-14        0
   1.68621985E-01    5.05515994E+00    8.61598510E-14    1.21573386E-14        0
   1.85484184E-01    5.56067593E+00    8.63659356E-14    1.21848550E-14        0
   2.02346382E-01    6.06619193E+00    8.65922921E-14    1.22150730E-14        0
   2.19208581E-01    6.57170792E+00    8.68388841E-14    1.22479645E-14        0
   2.36070779E-01    7.07722391E+00    8.71061719E-14    1.22836480E-14        0
   2.52932978E-01    7.58273991E+00    8.73941941E-14    1.23220675E-14        0
   2.69795176E-01    8.08825590E+00    8.77030342E-14    1.23632639E-14        0
   2.86657375E-01    8.59377190E+00    8.80332035E-14    1.24073018E-14        0
   3.03519573E-01    9.09928789E+00    8.83846372E-14    1.24541473E-14        0
   3.20381772E-01    9.60480388E+00    8.87578957E-14    1.25039158E-14        0
   3.37243970E-01    1.01103199E+01    8.91530538E-14    1.25565837E-14        0
